,index,path,thredds_cat,title,dataset_id,dataset_description,institution,institution_id,start_year,end_year,abstract,processing_level,license,license_type,project_id,frequency,variables,driving_experiment_id,dask_chunks
218,day_HadGEM2-AO_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_HadGEM2-AO_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1440, 'lat': 50, 'lon': 50}"
219,day_HadGEM2-ES_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_HadGEM2-ES_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1440, 'lat': 50, 'lon': 50}"
220,day_HadGEM2-ES_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_HadGEM2-ES_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2099,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1440, 'lat': 50, 'lon': 50}"
221,day_HadGEM2-ES_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_HadGEM2-ES_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1440, 'lat': 50, 'lon': 50}"
222,day_IPSL-CM5A-LR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_IPSL-CM5A-LR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1460, 'lat': 50, 'lon': 50}"
223,day_IPSL-CM5A-LR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_IPSL-CM5A-LR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1460, 'lat': 50, 'lon': 50}"
224,day_IPSL-CM5A-LR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_IPSL-CM5A-LR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1460, 'lat': 50, 'lon': 50}"
225,day_IPSL-CM5A-MR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_IPSL-CM5A-MR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1460, 'lat': 50, 'lon': 50}"
226,day_IPSL-CM5A-MR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_IPSL-CM5A-MR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1460, 'lat': 50, 'lon': 50}"
227,day_IPSL-CM5A-MR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_IPSL-CM5A-MR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1460, 'lat': 50, 'lon': 50}"
228,day_MIROC-ESM-CHEM_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC-ESM-CHEM_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1461, 'lat': 50, 'lon': 50}"
229,day_MIROC-ESM-CHEM_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC-ESM-CHEM_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1461, 'lat': 50, 'lon': 50}"
230,day_MIROC-ESM-CHEM_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC-ESM-CHEM_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1461, 'lat': 50, 'lon': 50}"
231,day_MIROC-ESM_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC-ESM_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1461, 'lat': 50, 'lon': 50}"
232,day_MIROC-ESM_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC-ESM_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1461, 'lat': 50, 'lon': 50}"
233,day_MIROC-ESM_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC-ESM_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1461, 'lat': 50, 'lon': 50}"
234,day_MIROC5_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC5_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1460, 'lat': 50, 'lon': 50}"
235,day_MIROC5_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC5_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1460, 'lat': 50, 'lon': 50}"
236,day_MIROC5_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MIROC5_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1460, 'lat': 50, 'lon': 50}"
237,day_MPI-ESM-LR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MPI-ESM-LR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1461, 'lat': 50, 'lon': 50}"
238,day_MPI-ESM-LR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MPI-ESM-LR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1461, 'lat': 50, 'lon': 50}"
239,day_MPI-ESM-LR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MPI-ESM-LR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1461, 'lat': 50, 'lon': 50}"
240,day_MPI-ESM-MR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MPI-ESM-MR_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1461, 'lat': 50, 'lon': 50}"
241,day_MPI-ESM-MR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MPI-ESM-MR_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1461, 'lat': 50, 'lon': 50}"
242,day_MPI-ESM-MR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MPI-ESM-MR_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1461, 'lat': 50, 'lon': 50}"
243,day_MRI-CGCM3_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MRI-CGCM3_historical+rcp26_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp26","{'time': 1461, 'lat': 50, 'lon': 50}"
244,day_MRI-CGCM3_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MRI-CGCM3_historical+rcp45_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp45","{'time': 1461, 'lat': 50, 'lon': 50}"
245,day_MRI-CGCM3_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/dodsC/datasets/simulations/bias_adjusted/cmip5/pcic/bccaqv2/day_MRI-CGCM3_historical+rcp85_r1i1p1_19500101-21001231_bccaqv2.ncml,https://pavics.ouranos.ca/twitcher/ows/proxy/thredds/catalog/datasets/simulations/catalog.html,PCIC/ECCC statistically downscaled daily Canada-wide climate scenarios version 2 (BCCAQv2),BCCAQv2,https://www.pacificclimate.org/data/statistically-downscaled-climate-scenarios,"Pacific Climate Impacts Consortium (PCIC), Victoria, BC, www.pacificclimate.org",PCIC,1950,2100,"Statistically downscaled data (Bias Correction with Constructed Analogues and Quantile mapping, Version 2; BCCAQv2) derived from 24 CMIP5 global climate models",bias_adjusted,https://open.canada.ca/en/open-government-licence-canada,permissive,CMIP5,day,"pr,tasmax,tasmin","historical,rcp85","{'time': 1461, 'lat': 50, 'lon': 50}"
